component,N,B,mean_ms,std_ms
T_quant,14,2,1.657348123844713,0.3310648705700737
T_quant,14,4,1.7254905088339,0.18163210831606327
T_quant,15,1,1.6540941630955786,0.31690325762606314
T_quant,15,2,1.6193626285530627,0.3007348949835616
T_quant,15,4,1.7746194533538073,0.11910788042905317
T_quant,16,1,1.587357905227691,0.13785560047103698
T_quant,16,2,1.630516997538507,0.1845318818567822
T_quant,16,4,1.8766264524310827,0.32775576265839845
T_quant,17,1,1.6087095183320343,0.1575441556202091
T_quant,17,2,1.6136793163605034,0.1001454661719119
T_quant,17,4,1.9924962776713073,0.4941893858759264
T_quant,18,1,1.6576346685178578,0.29224145761685943
T_quant,18,2,1.7126224841922522,0.5786373866156088
T_quant,18,4,1.8441870680544525,0.21489369474382677
T_quant,19,1,1.5771564759779721,0.08251994066872886
T_quant,19,2,1.6431088780518621,0.194145019644813
T_quant,19,4,1.8625112425070256,0.23389926582470738
T_quant,20,1,1.5793084993492812,0.07660683526648647
T_quant,20,2,1.616604159353301,0.08286322501681283
T_quant,20,4,1.8444421736057848,0.09199062836968291
T_quant,21,1,1.8634272366762161,1.0811296141555002
T_quant,21,2,1.723538216901943,0.4808113811947477
T_quant,21,4,2.210880897473544,0.6932997906361417
T_quant,22,1,1.72007413697429,0.08848339482253932
T_quant,22,2,1.9459564064163715,1.486326436365716
T_quant,22,4,1.9331044505815953,0.2700316943486139
T_quant,23,1,2.2518558299634606,1.172435354953751
T_quant,23,2,1.7819153307937086,0.13441108724143097
T_quant,23,4,1.978256587171927,0.7823984639983478
T_quant,24,1,1.7224518512375653,0.09380054020164362
T_quant,24,2,1.8378832028247416,0.21879414032861638
T_quant,24,4,1.9321991642937064,0.22929685130953376
T_quant,25,1,1.730050437618047,0.09978423832079074
T_quant,25,2,1.8014205596409738,0.20167811447655526
T_quant,25,4,1.9177828857209533,0.12060451999415261
T_quant,26,1,1.8391846283338964,0.33619537040472386
T_quant,26,2,1.7959558870643377,0.17025600851191722
T_quant,26,4,2.1349108801223338,0.7002116484546029
T_quant,27,1,1.724006140138954,0.06514104056818427
T_quant,27,2,1.8219431838952005,0.182479970547566
T_quant,27,4,1.9433149066753685,0.08792723130308985
T_quant,28,1,1.8206714116968215,0.3694010580707932
T_quant,28,2,1.792783954879269,0.1184536494079112
T_quant,28,4,2.0938955049496144,0.7749341803278418
T_quant,29,1,1.7659027024637908,0.2112852856527933
T_quant,29,2,1.8682183779310435,0.2969473570104503
T_quant,29,4,2.011574674397707,0.35959751405655505
T_quant,30,1,1.7428067023865879,0.09001844222918529
T_quant,30,2,2.0979433588217944,0.9838903016989395
T_quant,30,4,2.1356299286708236,0.8686697074273276
T_quant,31,1,1.8212535127531737,0.2792896189059478
T_quant,31,2,1.812988428864628,0.1416214241760488
T_quant,31,4,2.013864943291992,0.1680848586955512
T_quant,32,1,1.7430677777156234,0.07034279158073742
T_quant,32,2,1.8818629859015346,0.529472797209621
T_quant,32,4,2.008520447416231,0.10206028357623405
T_quant,33,1,1.9329532631672919,0.08443014694694426
T_quant,33,2,1.9972263311501592,0.15213259429070772
T_quant,33,4,2.30283061391674,0.5606983276017456
T_quant,34,1,1.988902132725343,0.2942667593512466
T_quant,34,2,2.280415321001783,1.2343289427318176
T_quant,34,4,2.2036369726993144,0.13767483057053426
T_quant,35,1,1.9397283648140728,0.0838828777817832
T_quant,35,2,2.0453831122722477,0.21641712768645863
T_quant,35,4,2.3941995634231716,0.7591027844553855
T_quant,36,1,2.032334106042981,0.3851730628756243
T_quant,36,2,2.055670026456937,0.3637834170761308
