component,N,mean_ms,std_ms
T_proj_llm,152,566.0348108969629,0.25393572443894086
T_proj_llm,153,686.2839755718596,0.5764219165868245
T_proj_llm,154,623.1783024966717,0.42028253531334825
T_proj_llm,155,688.2916233036667,0.5287475179709484
T_proj_llm,156,627.2083562915213,0.19015730669609993
T_proj_llm,157,691.9409809168428,0.718967955964399
T_proj_llm,158,627.629042614717,0.14361739344323277
T_proj_llm,159,695.8866623346694,0.44573577780904744
T_proj_llm,160,615.4320812085643,0.19768301619623893
T_proj_llm,161,699.1305301897228,0.5660223320196834
T_proj_llm,162,632.9510100069456,0.21732287466371328
T_proj_llm,163,700.4918780992739,0.14189867092641847
T_proj_llm,164,637.7124152728356,0.20709756319720074
T_proj_llm,165,703.2958670984954,0.4891545143993713
T_proj_llm,166,637.8202799009159,0.192354019765627
T_proj_llm,167,707.7015230897814,0.14931596914908096
T_proj_llm,168,625.2666677930392,0.1433092795506205
T_proj_llm,169,718.1316051050089,0.25228443439146964
T_proj_llm,170,643.6901832930744,0.19934899357151473
T_proj_llm,171,719.6126316790469,0.3273032231067378
T_proj_llm,172,648.5506410943344,0.21485421878230687
T_proj_llm,173,722.8462740080431,0.15786632685857052
T_proj_llm,174,648.5143764177337,0.19701932353443696
T_proj_llm,175,727.2043078788556,0.15184183397332687
T_proj_llm,176,636.4563533104956,0.13412731564986763
T_proj_llm,177,731.0016917064786,0.21939369120005373
T_proj_llm,178,653.8819320150651,0.22847282099224078
T_proj_llm,179,732.7820746810175,0.19422550759404789
T_proj_llm,180,660.4101679869927,0.25586698771888194
T_proj_llm,181,735.764075210318,0.24402553849087014
T_proj_llm,182,659.1063905856572,0.15330457786127674
T_proj_llm,183,739.4118990865536,0.23307561521930917
T_proj_llm,184,646.9725253875367,0.2760799177901593
T_proj_llm,185,751.0414169053547,0.15135690995220955
T_proj_llm,186,667.1884099021554,0.171271695640688
T_proj_llm,187,753.5412666271441,0.21777949926671475
T_proj_llm,188,676.0263522388414,0.21355754687909945
T_proj_llm,189,757.2366057895124,0.2038102809507499
T_proj_llm,190,672.807593701873,0.2183172615620171
T_proj_llm,191,761.9738324079663,0.37700611451801364
T_proj_llm,192,660.2933865156956,0.2178184077153199
T_proj_llm,193,764.9074711138383,0.20642037595106252
T_proj_llm,194,678.7561233853921,0.32346963965754744
T_proj_llm,195,767.5704429857433,0.2740045560972777
T_proj_llm,196,687.9037058213726,0.6603368903757258
T_proj_llm,197,770.3406444052234,0.19039590674693965
T_proj_llm,198,684.037582820747,0.3347537281552219
T_proj_llm,199,775.1032595871948,0.20061997164632703
T_proj_llm,200,672.2136353841051,0.11980848073481264
T_proj_llm,201,798.8865910097957,0.23337710704414624
T_proj_llm,202,691.3980267941952,0.5821490190533807
T_proj_llm,203,801.1282742023468,0.2524926059605735
T_proj_llm,204,701.3480065972544,0.15439538014078383
T_proj_llm,205,804.3790603755042,0.25869693638020963
T_proj_llm,206,696.884730621241,0.6612652527782024
T_proj_llm,207,809.6641619107686,0.1628930251687923
T_proj_llm,208,685.6144631863572,0.6627978034250036
T_proj_llm,209,813.3130986127071,0.21821307748786484
T_proj_llm,210,702.2100720903836,0.28664140317873804
T_proj_llm,211,815.7626826316118,0.15671235643566345
T_proj_llm,212,715.3520832885988,0.22027169424616405
T_proj_llm,213,819.7462180862203,0.22470705497442192
T_proj_llm,214,708.2026724936441,0.2211039362847273
T_proj_llm,215,825.3979295957834,0.32243101928757484
T_proj_llm,216,699.7363985865377,0.17504474252742294
T_proj_llm,217,1059.210688713938,0.13871600378449503
T_proj_llm,218,958.00297181122,0.4041928177725979
T_proj_llm,219,1060.8477804926224,0.21117348268100622
T_proj_llm,220,963.3692967938259,0.5076468007078784
T_proj_llm,221,1064.6874842001125,0.143659297470053
T_proj_llm,222,963.5559642221779,0.43621334555998287
T_proj_llm,223,1070.0109935947694,0.25419206897027524
T_proj_llm,224,935.6578584061936,0.33699986819574335
T_proj_llm,225,1073.6991940881126,0.29103791982978533
T_proj_llm,226,968.7510399729945,0.44507508012773705
T_proj_llm,227,1075.2840505214408,0.37551735262277247
T_proj_llm,228,974.5695341844112,0.22816681014694748
T_proj_llm,229,1078.9639397873543,0.295905826381348
T_proj_llm,230,975.1964261173271,0.3784596014404012
T_proj_llm,231,1084.5126452972181,0.3806684635677735
T_proj_llm,232,945.1325024943799,0.32145693448737434
T_proj_llm,233,1096.6924732900225,0.32338447630252526
T_proj_llm,234,980.4569567088038,0.3371245255519043
T_proj_llm,235,1098.3747198828496,0.41425172349307615
T_proj_llm,236,985.6354512972757,0.26903944437981303
T_proj_llm,237,1102.5546011165716,0.41130743962848587
T_proj_llm,238,985.968168405816,0.20844363186813156
T_proj_llm,239,1108.3156731096096,0.3542234766844583
T_proj_llm,240,957.1182326995768,0.3120625918194118
T_proj_llm,241,1111.0045409062877,0.3199144824677452
T_proj_llm,242,990.4283535783179,0.3524506873360554
T_proj_llm,243,1112.2750773793086,0.15680718948974204
T_proj_llm,244,996.5374644030817,0.20103408080289908
T_proj_llm,245,1115.0229780003428,0.5688707828597696
T_proj_llm,246,996.5018383227289,0.2908370394457532
T_proj_llm,247,1121.4678441756405,0.5363537759015145
T_proj_llm,248,966.4970707031898,0.34644442422696725
T_proj_llm,249,1136.7270985152572,0.24702291816508337
T_proj_llm,250,1007.1159960818477,0.2417951671098484
T_proj_llm,251,1137.049789307639,0.21176070940321776
T_proj_llm,252,1012.6817019074224,0.27110962807983924
T_proj_llm,253,1140.3067124076188,0.2985921130151441
T_proj_llm,254,1011.8253585067578,0.33932376347494014
T_proj_llm,255,1147.2915337071754,0.42048437624744645
